Aaron Ramsey,England,2003-01-21,,,Midfielder
Francisco Sierralta,Chile,1997-05-06,190cm,83kg,Defender
Gylfi Sigurdsson,Iceland,1989-09-08,186cm,,Midfielder
Abdallah Sima,Senegal,2001-06-17,,,Forward
Dynel Simeu,England,2002-03-13,186cm,,Defender
Ellis Simms,England,2001-01-05,,,Forward
Kamarai Simon-Swyer,England,2002-12-04,,,Midfielder
Xavier Simons,England,2003-02-20,,,Midfielder
Danel Sinani,Luxembourg,1997-04-05,185cm,,Midfielder
Viljami Sinisalo,Finland,2001-10-11,,,Goalkeeper
Moussa Sissoko,France,1989-08-16,187cm,83kg,Midfielder
Melvin Sitti,France,2000-02-14,182cm,,Midfielder
Oliver Skipp,England,2000-09-16,175cm,70kg,Midfielder
Cieran Slicker,Scotland,2002-09-15,,,Goalkeeper
Thierry Small,England,2004-08-01,,,Defender
William Smallbone,Ireland,2000-02-21,,,Forward
Tom Smith,England,2002-01-30,,,Goalkeeper
Emile Smith Rowe,England,2000-07-28,182cm,79kg,Midfielder
Son Heung-Min,South Korea,1992-07-08,183cm,78kg,Forward
Andreas Söndergaard,Denmark,2001-01-17,189cm,,Goalkeeper
Jude Soonsup-Bell,England,2004-01-10,,,Forward
Sebastian Soto,United States,2000-07-28,183cm,,Forward
Tomas Soucek,Czech Republic,1995-02-27,192cm,86kg,Midfielder
Boubakary Soumaré,France,1999-02-27,188cm,70kg,Midfielder
Kamal Sowah,Ghana,2000-01-09,179cm,,Midfielder
Çaglar Söyüncü,Turkey,1996-05-23,185cm,82kg,Defender
Tony Springett,England,,,,Midfielder
Jason Steele,England,1990-08-18,188cm,79kg,Goalkeeper
Jed Steer,England,1992-09-23,183cm,,Goalkeeper
Zack Steffen,United States,1995-04-02,191cm,86kg,Goalkeeper
Dale Stephens,England,1989-06-12,169cm,71kg,Midfielder
Dujon Sterling,England,1999-10-24,186cm,,Defender
Finley Stevens,Wales,2003-04-10,,,Defender
Toby Stevenson,England,1999-11-22,,,Defender
Marco Stiepermann,Germany,1991-02-09,190cm,,Forward
Jakub Stolarczyk,Poland,2000-12-19,,,Goalkeeper
John Stones,England,1994-05-28,188cm,70kg,Defender
James Storer,England,,,,Goalkeeper
Robert Street,England,2001-09-26,,,Forward
Pascal Struijk,Netherlands,1999-08-11,190cm,,Defender
Stuart Armstrong,Scotland,1992-03-30,183cm,75kg,Midfielder
Isaac Success,Nigeria,1996-01-07,186cm,,Forward
Thanawat Suengchitthawon,Thailand,2000-01-08,,,Midfielder
Crysencio Summerville,Netherlands,2001-10-30,174cm,,Midfielder
Zak Swanson,England,2000-09-28,,,Defender
Sil Swinkels,Netherlands,2004-01-06,,,Defender
Jacob Sørensen,Denmark,1998-03-03,,,Midfielder
Michael Tait,England,2001-01-29,,,Forward
Japhet Tanganga,England,1999-03-31,184cm,76kg,Defender
Matt Targett,England,1995-09-18,183cm,70kg,Defender
James Tarkowski,England,1992-11-19,185cm,81kg,Defender
Percy Tau,South Africa,1994-05-13,175cm,,Forward
Neil Taylor,Wales,1989-02-07,176cm,,Defender
Allan Tchaptchet,France,2001-12-21,193cm,,Defender
Nathan Tella,England,1999-07-05,,,Midfielder
Thiago,Spain,1991-04-11,174cm,70kg,Midfielder
Thiago Silva,Brazil,1984-09-22,183cm,79kg,Defender
Bobby Thomas,England,2001-01-30,,,Defender
Dominic Thompson,England,2000-07-26,,,Defender
Youri Tielemans,Belgium,1997-05-07,176cm,72kg,Midfielder
Kieran Tierney,Scotland,1997-06-05,178cm,70kg,Defender
Tom Dele-Bashiru,Nigeria,1999-09-17,183cm,,Midfielder
Takehiro Tomiyasu,Japan,1998-11-05,188cm,70kg,Defender
James Tomkins,England,1989-03-29,192cm,74kg,Defender
Jonathan Tomkinson,United States,2002-04-11,,,Defender
Tommi O'Reilly,England,2003-12-15,,,Midfielder
Fikayo Tomori,England,1997-12-19,185cm,,Defender
Ivan Toney,England,1996-03-16,179cm,70kg,Forward
Lucas Torreira,Uruguay,1996-02-11,168cm,,Midfielder
Ferran Torres,Spain,2000-02-29,184cm,,Forward
Cenk Tosun,Turkey,1991-06-07,183cm,78kg,Forward
Toti,Portugal,1999-01-16,187cm,72kg,Defender
Andros Townsend,England,1991-07-16,181cm,77kg,Midfielder
James Trafford,England,2002-10-10,,,Goalkeeper
Bertrand Traoré,Burkina Faso,1995-09-06,181cm,73kg,Forward
Trézéguet,Egypt,1994-10-01,180cm,,Midfielder
Trincão,Portugal,1999-12-29,184cm,70kg,Forward
Kieran Trippier,England,1990-09-19,178cm,71kg,Defender
William Troost-Ekong,Nigeria,1993-09-01,191cm,82kg,Defender
Leandro Trossard,Belgium,1994-12-04,171cm,61kg,Forward
Nathan Trott,England,1998-11-21,188cm,,Goalkeeper
Auston Trusty,United States,1998-08-12,191cm,,Defender
Tom Trybull,Germany,1993-03-09,181cm,,Midfielder
Konstantinos Tsimikas,Greece,1996-05-12,178cm,77kg,Defender
Antef Tsoungui,England,2002-12-30,,,Defender
Axel Tuanzebe,England,1997-11-14,186cm,,Defender
Ozan Tufan,Turkey,1995-03-23,179cm,,Midfielder
Ed Turns,Wales,2002-10-18,,,Defender
Harry Tyrer,England,2001-12-06,,,Goalkeeper
Christos Tzolis,Greece,2002-01-30,184cm,,Forward
Iké Ugbo,Canada,1998-09-21,184cm,,Forward
Deniz Undav,Germany,1996-07-19,179cm,,Forward
Cengiz Ünder,Turkey,1997-07-14,173cm,,Forward
Harvey Vale,England,2003-09-11,,,Midfielder
Joel Valencia,Ecuador,1994-11-16,164cm,,Forward
Yan Valery,France,1999-02-22,180cm,85kg,Defender
Patrick van Aanholt,Netherlands,1990-08-29,176cm,,Defender
Donny van de Beek,Netherlands,1997-04-18,184cm,76kg,Midfielder
Virgil van Dijk,Netherlands,1991-07-08,193cm,92kg,Defender
Mikki van Sas,Netherlands,2004-02-29,,,Goalkeeper
Raphaël Varane,France,1993-04-25,191cm,81kg,Defender
Jamie Vardy,England,1987-01-11,179cm,74kg,Forward
Indiana Vassilev,United States,2001-02-16,173cm,,Forward
Joël Veltman,Netherlands,1992-01-15,184cm,75kg,Defender
Jannik Vestergaard,Denmark,1992-08-03,199cm,98kg,Defender
Vitinha,Portugal,2000-02-13,172cm,,Midfielder
Nikola Vlasic,Croatia,1997-10-04,178cm,72kg,Midfielder
Jake Vokins,England,2000-03-17,180cm,,Defender
Mario Vrancic,Bosnia & Herzegovina,1989-05-23,187cm,,Midfielder
Matej Vydra,Czech Republic,1992-05-01,180cm,71kg,Midfielder
Theo Walcott,England,1989-03-16,176cm,68kg,Forward
Jake Walker,England,2000-11-03,,,Defender
Kyle Walker-Peters,England,1997-04-13,173cm,62kg,Defender
Sam Waller,England,2003-09-09,,,Goalkeeper
Christian Walton,England,1995-11-09,182cm,,Goalkeeper
Aaron Wan-Bissaka,England,1997-11-26,183cm,72kg,Defender
Wanya Marçal-Madivadua,Portugal,2002-10-19,,,Midfielder
Joel Ward,England,1989-10-29,188cm,83kg,Defender
James Ward-Prowse,England,1994-11-01,173cm,66kg,Midfielder
Ollie Watkins,England,1995-12-30,180cm,70kg,Forward
Caleb Watts,Australia,2002-01-16,171cm,,Midfielder
Adam Webster,England,1995-01-04,191cm,75kg,Defender
Wout Weghorst,Netherlands,1992-08-07,197cm,84kg,Forward
Jensen Weir,England,2002-01-31,184cm,,Midfielder
Danny Welbeck,England,1990-11-26,185cm,73kg,Forward
Reece Welch,England,2003-09-19,,,Defender
Jack Wells-Morrison,England,2004-02-18,,,Midfielder
Timo Werner,Germany,1996-03-06,180cm,75kg,Forward
Wesley Moraes,Brazil,1996-11-26,191cm,,Forward
Ashley Westwood,England,1990-04-01,175cm,80kg,Midfielder
Charlie Whitaker,England,2003-09-16,,,Midfielder
Benjamin White,England,1997-10-08,182cm,78kg,Defender
Alfie Whiteman,England,1998-10-02,189cm,,Goalkeeper
Connor Wickham,England,1993-03-31,191cm,,Forward
Georginio Wijnaldum,Netherlands,1990-11-11,175cm,,Midfielder
Dylan Williams,England,2003-09-13,,,Defender
Willian,Brazil,1988-08-09,175cm,,Forward
Willian José,Brazil,1991-11-23,189cm,,Forward
Joseph Willock,England,1999-08-20,179cm,71kg,Midfielder
Ben Wilmot,England,1999-11-04,188cm,,Defender
Harry Wilson,Wales,1997-03-22,173cm,,Midfielder
Tosin Adarabioyo,England,1997-09-24,196cm,,Defender
Dennis Adeniran,England,1999-01-02,180cm,,Midfielder
Adrien Silva,Portugal,1989-03-15,171cm,,Midfielder
Oladapo Afolayan,England,1997-09-11,180cm,,Forward
Ahmed Hegazi,Egypt,1991-01-25,193cm,,Defender
Ola Aina,Nigeria,1996-10-08,184cm,,Defender
Semi Ajayi,Nigeria,1993-11-09,193cm,,Defender
Albian Ajeti,Switzerland,1997-02-26,183cm,,Forward
Aleksandar Mitrovic,Serbia,1994-09-16,189cm,,Forward
Ali Koiki,England,1999-08-22,,,Defender
Frederik Alves,Denmark,1999-11-08,195cm,,Defender
Joseph Anang,England,2000-06-08,,,Goalkeeper
Elliot Anderson,Scotland,2002-11-06,,,Midfielder
Antonee Robinson,United States,1997-08-08,183cm,,Defender
Harry Arter,Ireland,1989-12-28,176cm,,Midfielder
Finn Azaz,England,2000-09-07,,,Midfielder
Leighton Baines,England,1984-12-11,170cm,,Defender
George Baldock,England,1993-03-09,178cm,,Defender
Danny Ballard,Northern Ireland,1999-09-22,187cm,,Defender
Jamal Baptiste,England,2003-11-11,,,Defender
Daniel Barlaser,England,1997-01-18,184cm,,Midfielder
Kyle Bartley,England,1991-05-22,185cm,,Defender
Chris Basham,England,1988-07-20,190cm,,Defender
Jack Bearne,England,2001-09-15,,,Midfielder
Ryan Bennett,England,1990-03-06,188cm,,Defender
Nabil Bentaleb,Algeria,1994-11-24,187cm,,Midfielder
Sander Berge,Norway,1998-02-14,195cm,,Midfielder
Bernardo Rosa,Brazil,2000-09-20,,,Midfielder
Jayden Bogle,England,2000-07-27,178cm,,Defender
Tolaji Bola,England,1999-01-04,188cm,,Defender
Yannick Bolasie,DR Congo,1989-05-24,188cm,,Forward
Jonathan Bond,England,1993-05-19,196cm,,Goalkeeper
Sofiane Boufal,Morocco,1993-09-17,170cm,,Midfielder
Morgan Boyes,Wales,2001-04-22,177cm,,Defender
Claudio Bravo,Chile,1983-04-13,184cm,,Goalkeeper
Rhian Brewster,England,2000-04-01,180cm,,Forward
George Broadbent,England,2000-09-30,188cm,,Midfielder
Zak Brunt,England,2001-11-17,,,Midfielder
Joe Bryan,England,1993-09-17,173cm,,Defender
Oliver Burke,Scotland,1997-04-07,188cm,,Midfielder
Robbie Burton,Wales,1999-12-26,176cm,,Midfielder
David Button,England,1989-02-27,191cm,,Goalkeeper
Oskar Buur,Denmark,1998-03-31,180cm,,Defender
Tom Cairney,Scotland,1991-01-20,186cm,,Midfielder
Guido Carrillo,Argentina,1991-05-25,191cm,,Forward
Fabio Carvalho,Portugal,2002-08-30,,,Midfielder
Lewis Cass,England,2000-02-27,,,Defender
Tahith Chong,Netherlands,1999-12-04,185cm,,Forward
Cyrus Christie,Ireland,1992-09-30,188cm,,Defender
Leon Clarke,England,1985-02-10,188cm,,Forward
Thomas Clayton,Scotland,2000-12-27,,,Defender
Ismaila Coulibaly,Mali,2000-12-25,183cm,,Midfielder
Josh Cullen,Ireland,1996-04-07,175cm,,Midfielder
Kevin Danso,Austria,1998-09-19,190cm,,Defender
Bobby De Cordova-Reid,Jamaica,1993-02-02,170cm,,Forward
Luca de la Torre,United States,1998-05-23,177cm,,Midfielder
Fousseni Diabaté,Mali,1995-10-18,175cm,,Forward
Cheikh Diaby,France,2000-03-07,,,Forward
Mbaye Diagne,Senegal,1991-10-28,191cm,,Forward
Mamadou Dialla Sylla,Spain,2003-01-26,179cm,,Midfielder
Grady Diangana,England,1998-04-19,180cm,,Midfielder
Alpha Richard Dionkou,Senegal,2001-10-10,183cm,,Defender
Mikkel Diskerud,United States,1990-10-02,184cm,,Midfielder
Barry Douglas,Scotland,1989-09-04,176cm,,Defender
Jake Eastwood,England,1996-10-03,193cm,,Goalkeeper
Ryan Edmondson,England,2001-05-20,,,Forward
Kyle Edwards,England,1998-02-17,172cm,,Midfielder
John Egan,Ireland,1992-10-20,185cm,,Defender
Elias Sorensen,Denmark,1999-09-18,,,Forward
Ulrick Eneme-Ella,Gabon,2001-05-22,184cm,,Forward
Fabri,Spain,1987-12-31,184cm,,Goalkeeper
Josh Felix-Eppiah,Belgium,1998-10-11,179cm,,Forward
Nathan Ferguson,England,2000-10-06,178cm,74kg,Defender
Federico Fernández,Argentina,1989-02-21,190cm,83kg,Defender
Sam Field,England,1998-05-08,191cm,,Midfielder
John Fleck,Scotland,1991-08-24,170cm,,Midfielder
Wes Foderingham,England,1991-01-14,185cm,,Goalkeeper
Timothy Fosu-Mensah,Netherlands,1998-01-02,185cm,,Defender
Juan Foyth,Argentina,1998-01-12,179cm,,Defender
Tyrese Francois,Australia,2000-07-16,166cm,,Midfielder
Luke Freeman,England,1992-03-22,181cm,,Midfielder
Darnell Furlong,England,1995-10-31,183cm,,Defender
Tony Gallacher,Scotland,1999-07-23,173cm,,Defender
Taylor Gardner-Hickman,England,2001-12-30,,,Defender
Paulo Gazzaniga,Argentina,1992-01-02,196cm,,Goalkeeper
Gedson Fernandes,Portugal,1999-01-09,182cm,,Midfielder
Kieran Gibbs,England,1989-09-26,181cm,,Defender
Gonçalo Cardoso,Portugal,2000-10-21,189cm,,Defender
Mace Goodridge,England,1999-09-13,180cm,,Midfielder
John-Kymani Gordon,England,2003-02-13,,,Forward
Robbie Gotts,England,1999-11-09,,,Midfielder
Sam Graham,England,2000-08-13,,,Defender
Kamil Grosicki,Poland,1988-06-08,180cm,,Midfielder
Jay-Roy Grot,Netherlands,1998-03-13,193cm,,Forward
Antwoine Hackford,England,2004-03-20,,,Forward
Sébastien Haller,Cote D’Ivoire,1994-06-22,190cm,,Forward
Joseph Hardy,England,1998-09-26,170cm,,Forward
George Harmon,England,2000-12-08,,,Defender
Rekeem Harper,England,2000-03-08,188cm,,Midfielder
Jayden Harris,England,1999-09-04,,,Midfielder
Kaine Hayden,England,2003-05-25,,,Midfielder
Michael Hector,Jamaica,1992-07-19,193cm,,Defender
Thomas Hill,England,2002-10-13,,,Forward
George Hirst,England,1999-02-15,191cm,,Forward
Bryce Hosannah,England,1999-04-08,,,Defender
Liam Hughes,Northern Ireland,2001-08-19,,,Goalkeeper
Odion Ighalo,Nigeria,1989-06-16,181cm,,Forward
Ryan Inniss,England,1995-06-05,196cm,,Defender
Ivan Cavaleiro,Portugal,1993-10-18,175cm,,Forward
Branislav Ivanovic,Serbia,1984-02-22,185cm,,Defender
Phil Jagielka,England,1982-08-17,180cm,,Defender
Sylvester Jasper,Bulgaria,2001-09-13,,,Forward
Daniel Jebbison,England,2003-07-11,190cm,,Forward
Lukas Jensen,Denmark,1999-03-18,198cm,,Goalkeeper
Roberto Jiménez,Spain,1986-02-10,192cm,,Goalkeeper
Stefan Johansen,Norway,1991-01-08,182cm,,Midfielder
Darnell Johnson,England,1998-09-03,,,Defender
Sam Johnstone,England,1993-03-25,193cm,,Goalkeeper
Jota,Spain,1991-06-16,180cm,,Midfielder
Aboubakar Kamara,Mauritania,1995-03-07,177cm,,Forward
Beram Kayal,Israel,1988-05-02,178cm,,Midfielder
Neeskens Kebano,DR Congo,1992-03-10,170cm,,Midfielder
Cédric Kipré,Cote D’Ivoire,1996-12-09,193cm,,Defender
Anthony Knockaert,France,1991-11-20,172cm,,Midfielder
Terence Kongolo,Netherlands,1994-02-14,188cm,,Defender
Filip Krovinovic,Croatia,1995-08-29,175cm,,Midfielder
Ethan Laird,England,2001-08-05,177cm,,Defender
Yasser Larouci,France,2001-01-01,176cm,,Defender
Henry Lawrence,England,2001-09-21,,,Defender
Valentino Lazaro,Austria,1996-03-24,180cm,,Midfielder
Maxime Le Marchand,France,1989-10-11,185cm,,Defender
Jonathan Leko,England,1999-04-24,182cm,,Forward
George Lewis,Rwanda,2000-06-16,,,Forward
Jake Livermore,England,1989-11-14,181cm,,Midfielder
Ryan Longman,England,2000-11-06,180cm,,Forward
Luis Longstaff,England,2001-02-24,168cm,,Midfielder
Dejan Lovren,Croatia,1989-07-05,188cm,,Defender
Max Lowe,England,1997-05-11,175cm,,Defender
Luca Ashby-Hammond,England,2001-03-25,,,Goalkeeper
John Lundstram,England,1994-02-18,181cm,,Midfielder
Ian Maatsen,Netherlands,2002-03-10,167cm,,Defender
Matt Macey,England,1994-09-09,205cm,,Goalkeeper
Wanya Madavidua,England,,,,Midfielder
Jacob Maddox,England,1998-11-03,179cm,,Midfielder
Josh Maja,Nigeria,1998-12-27,180cm,,Forward
George Marsh,England,1998-11-05,178cm,,Midfielder
David Martin,England,1986-01-22,185cm,85kg,Goalkeeper
Matheus Pereira,Brazil,1996-05-05,175cm,,Midfielder
Alfie Mawson,England,1994-01-19,189cm,,Defender
Oliver McBurnie,Scotland,1996-06-04,188cm,,Forward
Luke McCormick,England,1999-01-21,,,Midfielder
Kevin McDonald,Scotland,1988-11-04,192cm,,Midfielder
George McEachran,England,2000-08-30,172cm,,Midfielder
David McGoldrick,Ireland,1987-11-29,183cm,,Forward
Mark McGuinness,Ireland,2001-01-05,194cm,,Defender
Zech Medley,England,2000-07-09,195cm,,Defender
D'Mani Mellor,England,2000-09-20,,,Forward
Max Meyer,Germany,1995-09-18,173cm,,Midfielder
Kamil Miazek,Poland,1996-08-15,192cm,,Goalkeeper
Liam Millar,Canada,1999-09-27,81cm,,Forward
Henrikh Mkhitaryan,Armenia,1989-01-21,177cm,,Midfielder
Martín Montoya,Spain,1991-04-14,175cm,,Defender
Simon Moore,England,1990-05-19,191cm,,Goalkeeper
Aaron Mooy,Australia,1990-09-15,174cm,,Midfielder
Lys Mousset,France,1996-02-08,184cm,,Forward
Admiral Muskwe,Zimbabwe,1998-08-21,183cm,,Forward
Shkodran Mustafi,Germany,1992-04-17,184cm,,Defender
Iliman Ndiaye,France,2000-03-06,180cm,,Midfielder
Magnus Norman,England,1997-01-19,192cm,,Goalkeeper
Rhys Norrington-Davies,Wales,1999-04-22,181cm,,Defender
Oliver Norwood,Northern Ireland,1991-04-12,180cm,,Midfielder
Jack O'Connell,England,1994-03-29,190cm,,Defender
Warren O'Hora,Ireland,1999-04-19,,,Defender
Matt O'Riley,Denmark,2000-11-21,,,Midfielder
Dara O'Shea,Ireland,1999-03-04,188cm,,Defender
Denis Odoi,Ghana,1988-05-27,178cm,,Defender
Jubril Okedina,England,2000-10-26,,,Defender
James Olayinka,England,2000-10-05,,,Midfielder
Josh Onomah,England,1997-04-27,185cm,,Midfielder
Jerome Opoku,England,1998-10-14,194cm,,Defender
Ben Osborn,England,1994-08-05,176cm,,Midfielder
William Osula,Denmark,2003-08-04,,,Forward
Nicolás Otamendi,Argentina,1988-02-12,183cm,,Defender
Mesut Özil,Germany,1988-10-15,180cm,,Midfielder
Sokratis Papastathopoulos,Greece,1988-06-09,186cm,,Defender
Mario Pasalic,Croatia,1995-02-09,188cm,,Midfielder
Pedro,Spain,1987-07-28,169cm,,Forward
Lee Peltier,England,1986-12-11,178cm,,Defender
Pepe Reina,Spain,1982-08-31,188cm,,Goalkeeper
Brandon Pierrick,England,2001-12-10,182cm,,Forward
Pedro Porro,Spain,1999-09-13,173cm,,Defender
Arnau Puigmal,Spain,2001-01-10,173cm,,Midfielder
Sandro Ramírez,Spain,1995-07-09,175cm,,Forward
Tim Ream,United States,1987-10-05,186cm,,Defender
Harrison Reed,England,1995-01-27,181cm,,Midfielder
Dominic Revan,England,2000-09-19,,,Defender
Jack Robinson,England,1993-09-01,168cm,,Defender
Hal Robson-Kanu,Wales,1989-05-21,183cm,,Forward
Marek Rodák,Slovakia,1996-12-13,194cm,,Goalkeeper
Jack Rodwell,England,1991-03-11,188cm,,Midfielder
Marcos Rojo,Argentina,1990-03-20,186cm,,Defender
Austin Samuels,England,2000-11-20,,,Forward
Max Sanders,England,1999-01-04,175cm,,Midfielder
Leroy Sané,Germany,1996-01-11,183cm,,Forward
Romaine Sawyers,St. Kitts & Nevis,1991-11-02,175cm,,Midfielder
Ezequiel Schelotto,Argentina,1989-05-23,187cm,,Defender
Jean Michaël Seri,Cote D’Ivoire,1991-07-19,168cm,,Midfielder
Femi Seriki,England,2002-04-28,183cm,,Defender
Billy Sharp,England,1986-02-05,175cm,,Forward
Conor Shaughnessy,Ireland,1996-06-30,191cm,,Midfielder
Saul Shotton,England,2000-11-10,184cm,,Defender
Djibril Sidibé,France,1992-07-29,182cm,,Defender
David Silva,Spain,1986-01-08,173cm,,Midfielder
Regan Slater,England,1999-09-11,173cm,,Midfielder
Islam Slimani,Algeria,1988-06-18,188cm,,Forward
Chris Smalling,England,1989-11-22,194cm,,Defender
Matthew Smith,England,2000-10-05,,,Midfielder
Robert Snodgrass,Scotland,1987-09-07,182cm,,Midfielder
Jamie Soule,England,2000-11-26,,,Forward
Jack Spong,England,2002-02-04,,,Midfielder
Jay Stansfield,England,2002-11-24,,,Forward
Maarten Stekelenburg,Netherlands,1982-09-22,197cm,,Goalkeeper
Raheem Sterling,England,1994-12-08,170cm,69kg,Forward
Steven Sessegnon,England,2000-05-18,175cm,,Defender
Jordan Stevens,England,2000-03-25,178cm,,Forward
Layton Stewart,England,2002-09-03,,,Forward
Nikola Tavares,Croatia,1999-01-17,,,Defender
Martell Taylor-Crossdale,England,1999-12-26,,,Midfielder
Kenny Tete,Netherlands,1995-10-09,180cm,,Defender
Max Thompson,England,2002-02-09,,,Forward
Rayhaan Tulloch,England,2001-01-20,178cm,,Forward
Sepp van den Berg,Netherlands,2001-12-20,189cm,,Defender
Marco van Ginkel,Netherlands,1992-12-01,180cm,,Midfielder
Jan Paul van Hecke,Netherlands,2000-06-08,,,Defender
Michael Verrips,Netherlands,1996-12-03,195cm,,Goalkeeper
Jan Vertonghen,Belgium,1987-04-24,189cm,,Defender
Michel Vorm,Netherlands,1983-10-20,183cm,,Goalkeeper
Neco Williams,Wales,2001-04-13,183cm,,Defender
Jack Wilshere,England,1992-01-01,172cm,,Midfielder
Harry Winks,England,1996-02-02,178cm,65kg,Midfielder
Ben Winterbottom,England,2001-07-16,,,Goalkeeper
Chris Wood,New Zealand,1991-12-07,191cm,81kg,Forward
Ben Woodburn,Wales,1999-10-15,174cm,,Midfielder
Sam Woods,England,1998-09-11,,,Defender
Xande Silva,Portugal,1997-03-16,177cm,,Forward
Granit Xhaka,Switzerland,1992-09-27,185cm,82kg,Midfielder
Romaric Yapi,France,2000-07-13,178cm,,Defender
Andriy Yarmolenko,Ukraine,1989-10-23,189cm,81kg,Forward
DeAndre Yedlin,United States,1993-07-09,172cm,,Defender
Okay Yokuslu,Turkey,1994-03-09,190cm,,Midfielder
Maya Yoshida,Japan,1988-08-24,189cm,,Defender
Brad Young,England,2003-01-06,,,Forward
Wilfried Zaha,Cote D’Ivoire,1992-11-10,180cm,66kg,Forward
André-Frank Zambo Anguissa,Cameroon,1995-11-16,184cm,,Midfielder
Davide Zappacosta,Italy,1992-06-11,185cm,,Defender
Andi Zeqiri,Switzerland,1999-06-22,181cm,,Forward
Karlo Ziger,Croatia,2001-05-11,,,Goalkeeper
Oleksandr Zinchenko,Ukraine,1996-12-15,175cm,64kg,Midfielder
Richairo Zivkovic,Netherlands,1996-09-05,187cm,,Forward
Hakim Ziyech,Morocco,1993-03-19,180cm,65kg,Midfielder
Kenneth Zohore,Denmark,1994-01-31,189cm,,Forward
Kurt Zouma,France,1994-10-27,190cm,96kg,Defender
Oliwier Zych,Poland,2004-06-28,,,Goalkeeper
Martin Ødegaard,Norway,1998-12-17,178cm,68kg,Midfielder